Gene	probe_description	biotin.WT.01@1	biotin.bio101@4	biotin.WT.B1@2	biotin.bio1B1@3	biotin.WT.02@1	biotin.bio102@4	biotin.WT.B2@2	biotin.bio1B2@3
12830_f_at	"Arabidopsis thaliana polyubiquitin (ubq4) gene, complete cds"	8.345445965	8.315270514	7.8886877	8.121282528	8.213858642	8.591873534	8.155441181	8.3566116
12842_s_at	"Arabidopsis thaliana nuclear ribosomal ITS-1, 5.8S ribosomal RNA, and ITS-2"	9.865453733	9.612432889	9.842779707	9.441770481	9.778401985	9.644183455	8.942056764	10.15105119
12843_s_at	Arabidopsis thaliana 25S-18S ribosomal DNA spacer	8.242238065	7.901439252	8.059394207	8.020921901	8.955638444	8.592063069	7.551776503	9.710257098
12844_s_at	Arabidopsis thaliana 18S rRNA gene	5.435814416	5.212353066	4.976025946	5.79168169	5.351494856	5.636271346	4.982170493	5.637977506
12846_s_at	Arabidopsis thaliana DNA for rRNA intergenic region;heterogeneous EcoRI fragment	8.530520395	6.975581961	7.189247914	7.482499202	6.756639517	6.427527392	6.491966794	6.671050196
12847_at	"Arabidopsis thaliana chloroplast genomic DNA, complete sequence, strain:Columbia"	5.985788314	9.98086388	9.707298505	10.77827933	10.85675576	10.69459896	8.718602424	10.68016032
12848_at	"A.thaliana mitochondrial genome, part A"	5.121544671	4.652105347	4.375026455	4.93417093	5.053517067	4.778958814	4.370442411	4.796203645
12849_at	"A.thaliana mitochondrial genome, part B"	4.451360815	4.540734096	4.44523684	4.215474324	4.267329987	4.249871471	4.272282359	4.521546134
12850_at	GUS gene fusion vector pBI101 T-DNA region.	5.628060784	5.739688946	5.629987844	5.400727875	5.435688154	5.32585978	5.434106329	5.949279666
12851_s_at	GUS gene fusion vector pBI101 T-DNA region.	3.894812549	4.052271641	3.896352286	3.753590859	3.775900603	3.79858048	3.720381834	3.928222267
12852_s_at	A.thaliana acidic endochitinase gene	6.406096852	6.968232594	6.555341066	6.655160756	6.35096054	6.782209742	6.445906866	6.966532346
12854_s_at	"Arabidopsis thaliana 1-aminocyclopropane-1-carboxylate synthase-like protein (ACS1) mRNA, complete cds."	4.929220759	4.971136971	4.794133529	4.984371997	4.870874323	4.883668503	4.726829158	5.111183559
12856_r_at	"Arabidopsis thaliana protodermal factor 1 (PDF1) gene, complete cds."	4.650755756	4.440922728	4.253569982	4.442993448	4.424107333	4.390316524	4.225973862	4.616194958
12857_at	"Arabidopsis thaliana thioredoxin-like 1 mRNA, complete cds."	8.173534927	8.029249185	7.372579734	8.177003152	8.243228233	8.043443803	7.556409911	8.366526433
12858_at	"Arabidopsis thaliana thioredoxin-like 2 mRNA, complete cds."	7.499916699	7.14733654	6.624000332	7.052155664	7.151347869	7.241615532	6.667710938	7.389596798
12859_at	"Arabidopsis thaliana thioredoxin-like 3 mRNA, complete cds."	5.641570998	4.997318235	5.331647103	5.782486826	5.913998054	5.069594374	4.871407902	5.428902434
12860_s_at	"Arabidopsis thaliana thioredoxin-like 4 mRNA, complete cds."	7.597096288	6.914162648	7.240040904	7.638277087	8.008415896	6.864066667	7.001245914	7.799316313
12861_s_at	"Arabidopsis thaliana thioredoxin-like 5 mRNA, complete cds."	5.977366048	5.352077638	5.807424962	5.959322528	6.069749859	5.405546534	5.652648075	6.075707538
12862_i_at	A.thaliana agamous (AG) gene.	4.604807001	4.492725848	4.286537463	4.598067193	4.362817007	4.794964707	4.290042274	4.682499056
12863_r_at	A.thaliana agamous (AG) gene.	4.153860475	3.982828286	3.750694644	4.217460342	3.871763957	4.176066837	3.742886799	4.062303836
12864_s_at	A.thaliana agamous (AG) gene.	4.40514301	4.148392576	4.108116926	4.606331266	4.147124755	4.505074184	4.039619286	4.398272601
12865_at	"Arabidopsis thaliana transcription factor (AGL1), complete cds."	4.204330371	4.165670241	4.032745055	4.078926579	4.224225446	4.046643644	3.950296548	4.23937707
12866_at	"Arabidopsis thaliana MADS-box protein AGL11 (AGL11) mRNA, complete cds."	4.740216261	4.398035622	4.382034932	4.419331551	4.396705481	4.383858245	4.198857148	4.405789936
12867_at	"Arabidopsis thaliana MADS-box protein AGL12 (AGL12) mRNA, complete cds."	4.521299306	4.343347314	4.290506468	4.462387251	4.33075339	4.321493842	4.055604126	4.484024636
12868_at	"Arabidopsis thaliana MADS-box protein AGL13 (AGL13) mRNA, complete cds."	4.733132992	4.72563999	4.503907408	4.492099392	4.638067659	4.538028242	4.405836991	4.707438482
12869_s_at	"Arabidopsis thaliana MADS-box protein AGL14 (AGL14) mRNA, partial cds."	4.46740436	4.064438371	3.904747305	4.466644343	3.978226467	4.17170062	3.9071362	4.246436389
12870_s_at	"Arabidopsis thaliana AGL15 gene, complete cds."	4.326794339	4.210083868	4.028892074	4.553589176	4.20752791	4.261656228	3.947976744	4.276908257
12871_s_at	"Arabidopsis thaliana MADS-box protein AGL17 (AGL17) mRNA, partial cds."	3.843308945	4.066200356	4.025370146	3.815750363	3.878963371	3.779052977	3.866381046	3.943278283
12872_at	"Arabidopsis thaliana transcription factor (AGL2) mRNA, complete cds."	4.408754814	4.421416545	4.297319617	4.434036071	4.562014116	4.317463033	4.19136593	4.433768958
12873_at	floral homeotic protein AGL4	4.374485539	4.290120322	4.16443704	4.166646278	4.155952113	4.074280481	3.906512904	4.307798271
12874_at	"Arabidopsis thaliana transcription factor (AGL5) mRNA, complete cds."	4.53031978	4.525492131	4.297858325	4.734119068	4.450701979	4.477123683	4.335558843	4.471657426
12875_at	MADS-box protein (AGL6)	5.798520313	5.549640873	5.300317158	5.433667638	5.629666437	5.494797513	5.185444987	5.53236974
12876_at	"Arabidopsis thaliana agamous-like 8 (AGL8) mRNA, complete cds."	4.511862242	3.992686391	4.279026119	4.519902699	3.963368177	4.171025364	3.913562259	4.14697651
12877_at	"Arabidopsis thaliana Argonaute protein (AGO1) mRNA, complete cds."	9.362247184	8.012851058	8.695191937	8.811482278	8.612041765	8.190720513	8.241808851	8.495013074
12878_at	"A.thaliana mRNA for AHBP-1b, complete cds."	4.51827665	4.204288347	4.059534876	4.194510706	4.305988131	4.047209477	3.959918208	4.36504257
12879_at	"Arabidopsis thaliana AIG1 mRNA, complete cds."	5.157128549	6.429458563	4.85619171	4.997372918	5.255620359	8.127273681	4.768940189	5.111946128
12880_at	"Arabidopsis thaliana AIG2 mRNA, complete cds."	6.448000792	7.306047736	5.506976575	5.789026784	6.346023269	7.459087631	5.509919509	6.174132816
12881_s_at	A.thaliana mRNA for allene oxide synthase.	11.98066338	11.62750381	11.20916887	11.09231822	10.72770887	11.67624177	10.23045607	10.64857607
12882_at	A.thaliana mRNA for AP1 protein.	4.418620759	4.45886203	4.389980356	4.385600809	4.27542321	4.450400783	4.399537917	4.427620891
12883_at	A.thaliana mRNA for stromal ascorbate peroxidase.	5.218503431	4.864374284	4.923220261	5.615097095	5.433565771	5.14015825	4.864187114	5.351158357
12884_at	"A.thaliana mRNA for ascorbate peroxidase, cytosolic (APX2)."	4.880163822	4.988420178	5.025640138	4.928117705	4.950219251	4.868494671	5.102511422	4.971854001
12885_s_at	"Arabidopsis thaliana ascorbate peroxidase 3 (APX3) mRNA, complete cds."	8.509696735	8.210679833	8.084324317	8.043872292	8.171023969	7.880954266	7.658637316	8.252289024
12886_s_at	A.thaliana mRNA for thylakoid-bound ascorbate peroxidase.	6.932609415	5.749016111	6.52251653	6.784617116	6.536821894	6.303882319	5.967173571	6.558607043
12887_s_at	"Arabidopsis thaliana auxin response factor 1 (ARF1) mRNA, complete cds."	5.043383075	4.468046186	4.783195787	4.76082219	4.75982497	4.510437147	4.181874922	4.767240941
12890_s_at	"Arabidopsis thaliana anthranilate synthase alpha subunit gene, complete cds."	4.895390643	4.922825946	4.841977817	4.905501707	4.748926064	5.099430656	5.424083499	4.770345866
12891_at	"Arabidopsis thaliana ACC synthase (AtACS-6) mRNA, partial cds."	9.407531352	6.829667944	9.077430555	8.118789949	7.146685122	5.819034317	5.973649677	6.176426303
12892_g_at	"Arabidopsis thaliana ACC synthase (AtACS-6) mRNA, partial cds."	9.886435353	7.842566288	9.674230678	8.90633562	7.696769853	6.699370056	7.305554073	6.875453624
12893_at	A.thaliana mRNA for Class III ADH.	8.98221417	9.050868502	8.637112606	8.909137281	8.922774898	9.033930207	8.319839411	8.938009154
12894_g_at	A.thaliana mRNA for Class III ADH.	9.347047849	9.667842918	9.113704456	9.534859703	9.43133941	9.821145505	8.967554478	9.460076324
12895_at	Arabidopsis thaliana mRNA for membrane-associated salt-inducible protein like.	4.661722196	4.460440771	4.067438681	4.74192847	4.573623941	4.585133879	4.014015099	4.616747019
12896_at	putative tryptophan synthase alpha 1-like	5.359046011	4.926904919	4.680805911	5.262860654	4.90708814	4.978563828	4.444072324	5.25316291
12897_at	A.thaliana mRNA for cyclin delta-3.	6.272089425	5.819506518	5.910101871	6.126604123	5.729260315	5.618779225	5.526462987	5.839789302
12898_g_at	A.thaliana mRNA for cyclin delta-3.	5.648107619	5.144388	5.753881581	5.321498921	5.111877476	5.018006361	5.190725567	5.422104824
12899_i_at	A.thaliana CDC2a gene for p34(cdc2)-like cell cycle protein.	6.251342415	6.220806938	5.996418951	5.865819158	5.957326283	6.12863148	5.757738556	6.32125189
12900_r_at	A.thaliana CDC2a gene for p34(cdc2)-like cell cycle protein.	5.867111315	5.683457055	5.73611908	5.350622179	5.466446754	5.426074756	5.174507066	5.761273543
12901_s_at	A.thaliana CDC2a gene for p34(cdc2)-like cell cycle protein.	4.669016619	4.20578842	4.171355302	4.394501824	4.449191432	4.25172874	4.036112892	4.455048216
12902_at	A.thaliana CDC2b gene for p34(cdc2) cell cycle protein.	5.999002388	5.805652389	5.482670096	5.586064418	5.494804317	5.423129842	5.269969514	5.764043331
12910_s_at	A.thaliana mRNA for glucose-6-phosphate dehydrogenase (clone E15).	6.781909843	6.380642702	6.626967984	6.790464916	6.600430659	6.241672158	6.25969027	6.728208748
12912_at	Arabidopsis thaliana mRNA for putative PRL1 associated protein.	7.480140878	5.63563611	6.235790781	5.968034623	5.843146284	5.416206064	5.175706772	5.948922478
12913_at	A.thaliana athb-8 gene.	4.402781435	4.19942535	4.158610752	4.62099271	4.240337534	4.35199275	3.948587303	4.360061434
12914_s_at	"Arabidopsis thaliana (COP1) regulatory protein, complete cds."	7.317505392	7.128250523	6.930989123	7.374851645	7.273444597	7.124879791	6.875591071	7.225460854
12915_at	"Arabidopsis thaliana COP9 mRNA, complete cds."	6.272336532	6.003070059	5.189307404	5.548148808	5.493276627	5.445141396	4.867175631	5.6767393
12916_at	"Arabidopsis thaliana coronatine-induced protein 1 (CORI1) mRNA, complete cds."	8.485476035	9.477349593	8.080899883	8.750390691	7.974674714	9.367608449	7.585710635	8.61534383
12917_at	A.thaliana mRNA for cyclin.	4.540655751	4.556503618	4.127314034	4.590811232	4.201264909	4.457644647	4.052619693	4.437243735
12918_at	"Arabidopsis thaliana dihydrofolate reductase-thymidylate synthase (THY-1) mRNA, exons 1 through 9 and complete cds."	4.771279546	4.413332968	4.27948868	4.810132518	4.557964811	4.628489948	4.412670927	4.701083816
12919_s_at	"Arabidopsis thaliana dihydrofolate reductase-thymidylate synthase (THY-2) mRNA, exons 1 through 9 and complete cds."	5.080666958	4.96801177	4.59248112	5.060631605	4.999284813	5.032270458	4.4820376	4.990063628
12920_at	"Arabidopsis thaliana HMG-CoA reductase (HMG1) mRNA, complete cds."	10.38719939	8.984836315	9.949492255	10.16340153	10.32979389	9.232661806	9.296458705	10.00869739
12921_s_at	Arabidopsis thaliana mRNA for 3-hydroxy-3-methylglutaryl CoA reductase (EC 1.1.1.34).	8.893843323	7.86457816	8.856841845	9.15063502	9.314568652	8.234134389	8.570972268	8.981461862
12922_at	"Arabidopsis thaliana leucine zipper mRNA, complete cds."	4.941399268	4.829662373	4.445905644	4.950945191	4.767886422	4.612405619	4.352208703	4.832893424
12923_at	"Arabidopsis thaliana cytosine-5 methyltransferase mRNA, complete cds."	5.294917796	5.228798667	5.363703168	5.233105494	5.235046733	5.254173602	5.085550301	5.462196987
12924_at	"Arabidopsis thaliana complete chromosome IV, top arm, complete sequence."	4.827081585	4.914866515	4.848639639	4.736591758	4.690852816	4.588762355	4.459472217	4.985743155
12925_s_at	"Arabidopsis thaliana homeodomain protein (PRHA) mRNA, complete cds."	4.521267084	4.246480136	4.26274213	4.189436712	4.388286695	4.257088515	3.913126327	4.449822157
12926_s_at	"Arabidopsis thaliana PROLIFERA mRNA, complete cds."	6.718347107	6.206447103	6.330351196	6.237410914	6.523992904	6.184055364	6.098196762	6.651784021
12928_r_at	A.thaliana mRNA for ATK1 protein.	4.187324683	4.12866201	4.082785001	3.963259234	4.001446203	3.909585843	3.677098401	4.338061997
12929_s_at	A.thaliana mRNA for ATK1 protein.	4.602424482	4.810618859	4.514831047	4.390797862	4.437029317	4.428994918	4.272467944	4.837354198
12930_at	"Arabidopsis thaliana lethal leaf-spot 1 homolog (Lls1) mRNA, partial cds."	6.014502701	6.006219047	5.802388733	5.97152103	6.17499098	6.170646433	5.762892749	5.895843875
12931_s_at	A.thaliana mRNA for protein kinase.	6.390671672	6.188943259	5.982258011	6.094266025	6.324584331	6.281488125	5.993196515	6.176396198
12932_s_at	"Arabidopsis thaliana root gravitropism control protein (PIN2) mRNA, complete cds."	6.127790264	5.755378498	5.933705582	5.70761225	5.089619182	4.678297259	5.109108863	5.985769788
12933_r_at	A.thaliana PR1 genes in tandem repeat.	4.595217068	5.556839909	4.263745901	4.363381643	4.306829095	4.531057551	4.211738118	4.470344707
12934_at	A.thaliana PRL1 mRNA.	7.554068817	6.896664949	6.165147168	6.758546094	7.192576473	6.45504907	6.090015155	6.958296964
12935_at	A.thaliana PRL2 mRNA.	5.50184653	5.812609439	5.739502585	5.5451714	5.526522952	5.83898874	5.451175956	5.7716089
12936_s_at	"A.thaliana ats1B, ats2B and ats3B gene for ribulose-1,5-biphosphate carboxylase small subunit (rbcS) (EC 4.1.1.39)."	12.4844091	12.48365751	12.48851173	12.54062936	12.49540967	12.45451479	12.3333308	12.49001526
12937_r_at	A.thaliana mRNA for thioredoxin H.	5.002395034	4.760696193	4.472404906	4.71524423	4.620280991	4.850800076	4.27250366	4.781370462
12938_s_at	A.thaliana mRNA for thioredoxin H.	6.034155105	6.148960642	5.691828368	5.905681119	5.723250785	5.831287889	5.415627966	5.973771774
12939_s_at	A.thaliana mRNA for putative thiol protease.	4.846329731	4.408755052	4.361741538	4.502582957	4.519030293	4.607973922	4.319790424	4.656465403
12940_at	A.thaliana (GREN) mRNA for thioredoxin.	5.924090295	6.047914166	5.519379393	5.731282405	5.882289814	5.613585786	5.298596836	5.906964202
12941_g_at	A.thaliana (GREN) mRNA for thioredoxin.	5.822653212	6.26615766	5.578530583	5.79510024	5.708561654	5.759456383	5.735947025	5.777443345
12942_at	hypothetical protein	5.639968516	6.128115117	5.812153536	5.812142237	5.815010367	5.704379929	5.514799684	5.757098947
12943_at	Contains similarity to gb|AB011110 KIAA0538 protein from Homo sapiens brain and to phospholipid-binding domain C2 PF|00168.  ESTs gb|AA585988 and gb|T04384 come from this gene.	4.612379713	4.198070355	4.358116387	4.289018237	4.245935139	4.313161407	4.164878043	4.243229682
12944_at	similar to flavin-binding monooxygenase-like protein (Z71258);  similar to ESTs gb|R30018 and gb|H36886	4.961760442	5.363496839	5.425758636	5.425286215	4.987949522	5.066974021	5.005316187	5.192595147
12945_at	putative CONSTANS-like B-box zinc finger protein	5.540054865	6.618359922	6.129433687	6.193354633	6.234201711	6.614026843	6.302938706	6.442152939
12946_at	Similar to gb|AF099053 phosphatidylserine synthase-2 from Mus musculus.  EST gb|N96271 comes from this gene.	4.735122949	4.797717888	4.880299083	4.874486654	4.734189342	4.736885403	4.74632263	4.820697185
12947_at	putative auxin-induced protein	4.689693588	4.814127167	4.825568976	4.843684093	4.679075917	4.834625167	4.771897741	4.771314087
12948_at	transcription factor like protein	4.314474965	4.072609906	4.335176817	4.192539514	4.29175151	4.329206685	4.373563175	4.266879969
12949_at	putative bZIP transcription factor	5.799970749	5.659570393	5.878684447	5.827297734	5.81600207	5.745717969	5.930081024	5.815676726
12950_g_at	putative bZIP transcription factor	5.772347147	5.08183346	5.800321518	5.792905376	5.631210519	5.233483058	5.804422801	5.65295135
12951_at	similar to transcriptional repressor NF-X1 in Homo sapiens (sp|Q12986|NFX1_HUMAN);  similar to EST gb|T21002	6.192048069	5.614811389	6.224962218	6.196483533	5.977641171	6.286015284	6.019762791	6.036262987
12952_at	unknown protein	5.393036923	5.302472025	5.43662417	5.501185248	5.340642867	5.52125125	5.628594819	5.414066441
12953_at	Arabidopsis thaliana BAC IG002N01.	4.880496288	5.948745268	4.935071445	5.450188346	5.21672805	6.050424027	5.26812481	5.124595116
12954_at	similar to Vigna radiata pectinacetylesterase precursor (GB:X99348)	4.523689038	4.45506127	4.682249615	4.684731837	4.416549923	4.462430944	4.628124912	4.431960716
12955_at	putative glutaredoxin	6.11098672	6.582194442	5.983678282	6.017787388	6.19455913	6.253169568	6.2676861	5.983353977
12956_i_at	Similar to Sequence 10 from patent 5477002 (gb|1253956).	4.037590752	4.164741212	4.031348027	4.173408942	4.0045333	4.292976008	4.127014621	4.060952824
12957_s_at	Strong similarity to Arabidopsis cyclin delta-1 (gb|ATCD1). EST gb|ATTS4338 comes from this gene.	4.900625434	4.983749237	5.205947863	5.158069896	4.935628225	4.893584529	5.126611359	4.961204935
12958_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	7.094228053	5.630584504	7.1180119	5.838935938	5.455102634	5.746499966	5.543490819	5.330635494
12959_at	putative serine/threonine protein kinase	6.30089675	6.274829587	6.276609865	6.336927277	6.283121643	6.544508267	6.229155219	6.022326362
12960_g_at	putative serine/threonine protein kinase	4.550287556	4.915871469	4.721463541	4.868652755	4.769244636	4.939143385	4.747219921	4.500074237
12961_at	Contains similarity to serine/threonine kinase gb|Y12531 from Brassica oleracea.	3.76536605	3.846177414	3.837584003	3.939160429	3.687989307	3.851469783	4.089975761	3.740369705
12962_at	putative ABC transporter	5.917856807	5.428080332	5.799830404	5.948098236	5.793349933	5.764794162	5.958876163	5.588667571
12963_at	similar to protein-tyrosine phosphatase 2 (gi|3249071)l  similar to EST gb|N96456	4.40583742	4.565883973	4.419828063	4.532972509	4.371898354	4.431267547	4.75763853	4.344380376
12964_at	"Arabidopsis thaliana Lon protease (LON) gene, complete cds."	7.575376008	6.4583132	7.215246553	7.050212017	6.974784681	6.909094014	7.193727332	6.85245586
12965_at	protein kinase-like protein	5.31134062	4.721506393	4.885769293	4.659742672	4.422241519	4.6980762	4.919664042	4.605959648
12966_s_at	bZIP transcription factor ATB2	5.922945819	6.427396577	6.057465366	6.377061792	5.90960314	6.529434543	6.30768055	6.04125209
12967_at	putative protein	5.902897416	6.202906497	5.858244015	5.95579691	5.910838309	6.061040757	6.043333052	6.008095722
12968_at	"Arabidopsis thaliana RING zinc finger protein (A-RZF) gene, complete cds."	6.347824531	7.28955295	6.71871599	6.8308338	6.89532222	6.939662905	6.782398877	6.927730508
12969_at	SYBL1 like protein	6.685687353	6.442415585	6.670896246	6.657266159	6.817096073	6.393065131	6.643007896	6.676978553
12970_s_at	ribitol dehydrogenase isolog	4.436895488	4.218355411	4.575904316	4.425056674	4.637325401	4.175878145	4.467970577	4.651545711
12971_at	"Arabidopsis thaliana chromosome I BAC T14N5 genomic sequence, complete sequence."	4.664284576	4.780926965	4.61040609	4.480515155	4.478823155	4.518244038	4.404980072	4.56323668
12972_at	Similar to Schizosaccharomyces CCAAT-binding factor F7G19.16 gi|1922964 from Arabidopsis thaliana BAC gb|AC000106.  EST gb|H36963 comes from this gene.	5.743105193	6.279432507	5.8799991	5.914612302	5.75937894	5.667971608	5.760845583	5.92981581
12973_at	"similar to flavin-containing monooxygenase form 2 (sp|Q28505);  similar to ESTs gb|T88100, gb|R30018, and gb|T23015"	4.241128185	4.260627441	4.200668304	4.177173033	4.299424261	4.146931737	4.172664378	4.191105428
12974_at	putative C3HC4-type RING zinc finger protein	6.426825306	6.751730388	6.652121167	6.547839591	6.629291605	6.488871028	6.593267828	6.841496404
12975_at	putative spliceosome-associated protein	6.279289401	6.610529008	6.688670448	6.826702906	6.774105691	6.94308733	6.480758178	6.6941233
12976_at	hypothetical protein	4.296746045	4.555505479	4.420111951	4.4623447	4.389928477	4.345877154	4.372273047	4.339193559
12977_at	Arabidopsis thaliana BAC IG002P16.	4.915999813	4.818702173	5.224176378	5.046156664	4.856760091	4.771611847	4.809178279	4.962557033
12978_at	Arabidopsis thaliana BAC IG002P16.	3.902366708	4.245876473	4.070576226	4.087920946	4.051037024	4.191673466	3.965109594	4.020467517
12979_at	putative DNA binding protein	4.625691149	4.991776544	4.905590698	4.881522481	4.870092991	4.907930011	4.818214438	4.874479199
12980_at	VP1 like protein	4.577479859	4.730386677	4.761978726	4.751925798	4.560243734	4.53294731	4.68562936	4.643555377
12981_g_at	VP1 like protein	3.815676543	3.841286381	3.967065603	3.879299204	3.966986473	3.805238082	4.117443605	3.854069411
12982_s_at	forever young gene (FEY)	4.6669276	4.639595706	4.80006128	4.652356577	4.671024105	4.624299482	4.848505917	4.690178948
12983_at	3-hydroxyisobutyryl-coenzyme A hydrolase-like	4.878755512	5.396616893	4.817718098	4.784891401	5.083280743	5.205288891	4.845511174	4.815398033
12984_at	putative protein	5.117016649	4.927621431	5.193814955	5.457766064	5.446064617	5.279689718	5.507273468	5.241563516
12985_at	"Arabidopsis thaliana RNA polymerase II fifth largest subunit mRNA, complete cds."	4.523093754	4.852459091	4.561157107	4.732571764	4.795081767	4.76394958	4.813170943	4.723294531
12986_at	Unknown protein; Location of EST gb|N95878	4.277540243	4.1513808	4.344313359	4.416835986	4.37861268	4.367694176	4.447434771	4.29573762
12987_s_at	"Arabidopsis thaliana chromosome II BAC T06B20 genomic sequence, complete sequence."	4.631857469	4.579060818	4.540206722	4.597945221	4.561732707	4.823454135	4.770460503	4.550902643
12988_at	Similar to LIM17 gene product gb|1653769 from the genome of Synechocystis sp. gb|D90916.	5.094348791	5.114448779	5.201218969	5.110501216	5.093730488	5.191074495	5.155590956	5.063492823
12989_at	putative cytochrome P450	6.211687183	6.700626198	6.638313845	6.676120973	6.210920352	6.858579263	6.725253112	6.355571109
12990_at	unknown protein	4.567309441	4.68634314	4.646690685	4.731364239	4.586548458	4.574401096	4.765224482	4.522232159
12991_at	Contains similarity to protein-tyrosine phosphatase 2 gb|L15420 from Dictyostelium discoideum.  EST gb|N38718 comes from this g	4.793509406	4.948464683	4.850175908	4.974507773	5.118286578	5.130126477	4.942530617	4.756861182
12992_at	putative importin (nuclear transport factor ) protein	4.493092104	4.438750586	4.528753877	4.701441444	4.504779821	4.627473723	4.505982284	4.324364119
12993_s_at	"Arabidopsis thaliana putative potassium transporter AtKT5p (AtKT5) mRNA, partial cds."	5.405108473	5.336380538	5.591229098	5.735287062	5.660977661	5.520024788	5.594199866	5.350140206
12994_s_at	putative protein	5.639929871	4.681050503	4.725159645	4.53878754	4.334673653	4.536446353	4.580330285	4.453998877
12995_at	putative protein	4.738224065	4.180441735	4.343076221	4.434558518	4.27607316	4.367194729	4.582372339	4.195207533
12996_i_at	auxilin-like protein	4.649661537	4.535328707	4.797875564	4.895038479	4.709805026	5.081888952	5.04831602	4.606370237
12997_s_at	auxilin-like protein	4.989077201	5.146926277	5.122119847	5.297940914	5.053386666	5.25086224	5.542684	5.115019645
12998_at	aldose 1-epimerase-like protein	6.312378999	6.326314063	6.105649613	6.055367332	6.522476773	6.956801634	5.959580838	6.333849274
12999_at	invertase-like protein	4.607825803	4.330195173	4.437370832	4.470199248	4.202617318	4.441736297	4.829469531	4.651005932
13000_at	"Arabidopsis thaliana chromosome II BAC T06B20 genomic sequence, complete sequence."	4.972763108	4.594442147	4.981279966	5.023320042	4.888599639	5.022740715	5.184552807	5.16246462
13001_at	Arabidopsis thaliana mRNA for Hap5a transcription factor.	5.975744877	5.978964471	6.058297141	6.053913021	6.043044511	5.884853305	5.925133522	6.279081803
13002_at	unknown protein	4.521638755	4.799901112	4.630251793	4.901244613	4.575660254	4.465634259	4.61070941	4.862262786
13003_at	EST gb|T21244 comes from this gene.	5.175587366	5.180153302	5.259080482	5.35289524	5.176329479	5.253967114	5.131401325	5.393863658
13004_at	putative physical impedence protein	8.738485889	5.41431046	6.808960784	5.533162268	5.32363022	5.263818567	5.247919732	5.445596405
13005_at	unknown protein	5.776133549	5.633957509	6.075335524	6.03513517	5.897322058	5.752473179	5.567171938	5.937533024
13006_at	"Arabidopsis thaliana chromosome II BAC T20P8 genomic sequence, complete sequence."	6.93720836	6.825692596	6.900734109	6.823362125	6.816552229	6.852828226	6.449456089	6.946079972
13007_at	putative ferredoxin-thioredoxin reductase	9.891324295	10.03898152	10.03007087	9.997136936	10.21765291	10.10495268	10.25873407	10.38979309
13009_i_at	Arabidopsis thaliana mRNA AT-hook protein 2.	5.205181402	4.578285203	5.023710295	4.725760684	4.857085267	4.761818573	4.5841557	4.847379356
13010_s_at	Arabidopsis thaliana mRNA AT-hook protein 2.	5.729738651	5.29441792	5.510288902	5.353517327	5.439217505	5.424852529	5.201046985	5.35289014
13011_at	putative protein	7.057011948	6.436137366	7.043140189	7.088987431	6.725847711	6.405341434	6.623862125	6.817183991
13012_s_at	arginyl-tRNA synthetase	5.69451297	5.758689767	5.708643783	5.703862382	5.752852679	5.569271432	5.569823524	5.700566225
13013_at	putative protein	4.216941062	4.344766207	4.220653235	4.28752995	4.268844364	4.356143054	4.25238473	4.237591552
13014_at	"Arabidopsis thaliana chromosome II BAC T06B20 genomic sequence, complete sequence."	6.257197396	6.871589268	6.175530389	6.111343212	6.091852278	7.115875017	6.168955904	6.038872967
13015_s_at	A.thaliana mRNA for ZAT12 protein.	8.564818762	7.692934664	8.663867346	7.329648333	7.129273824	7.01497428	7.318691125	6.336494686
13016_at	hypothetical protein	4.80218787	4.787775849	5.036922143	4.840931426	4.84604724	4.781226763	5.076663037	4.980643429
13017_at	predicted NADH dehydrogenase 24 kD subunit	6.498334624	6.468400458	6.511497833	6.488307486	6.461863809	6.59953369	6.395158186	6.391240977
13018_at	Similar to rice water stress induced protein gi|537404	4.203236944	4.253650634	4.243668876	4.237773086	4.238097681	4.168820153	4.548840201	4.267411352
13019_at	"Arabidopsis thaliana chromosome II BAC F19D11 genomic sequence, complete sequence."	5.090985619	5.339301065	5.526877924	5.554200984	5.281972994	5.410512457	5.628298673	5.500076909
13020_at	Contains similarity to gi|1653332 extragenic suppressor (SuhB) from Synechocystis sp. gb|D90912 and is a member of the Inositol monophophatase family PF|00459. EST gb|AA597395 comes from this gene.	5.673467613	5.814627789	5.706847428	5.785532129	5.718737048	6.034431205	5.89269498	5.687065541
13021_at	putative cytochrome P450	4.728606214	4.451904331	4.860755673	4.81586503	4.602962608	4.696276494	4.920903773	4.718094539
13022_at	Strong similarity to gb|AF092432 protein phosphatase type 2C from Lotus japonicus.  EST gb|T76026 comes from this gene.	5.182315065	5.130769731	5.062030857	4.987332787	4.98205459	5.335657222	4.963481832	5.101199713
13023_at	contains similarity to transcriptional activators such as Ra-like and myc-like regulatory R proteins	6.219628381	6.932796169	6.933697616	6.932495983	6.960100253	6.781382662	6.981847107	6.58958998
13024_at	predicted protein	6.037967628	6.456642414	6.154731915	6.394871467	6.06160974	6.08335974	6.135491626	6.135219376
13025_at	putative protein	7.570466496	7.581180909	7.598250714	7.887011029	7.866740324	7.929829077	7.77789801	7.51625617
13026_at	"Arabidopsis thaliana chromosome II BAC T06B20 genomic sequence, complete sequence."	5.348560868	5.273614295	5.104733791	5.023233976	5.0539557	4.992997218	5.107524825	4.846397639
